"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Slc5a4a",1.04690475436822,-0.132279674142392,1.53134814685108,-0.0863811892902338,0.931163399803346,0.976701939287104
"Poc1b",397.829990830614,-0.0156519399412875,0.182900367276346,-0.0855763177207777,0.931803225103881,0.976701939287104
"Mettl25",170.451088199191,-0.0109720501309494,0.128790670718199,-0.0851928953375577,0.932108038747555,0.976701939287104
"Foxn3",197.603506326609,-0.0146457293201188,0.172536431722811,-0.0848848511231989,0.932352935368026,0.976701939287104
"Ankrd32",167.625986294243,-0.00833482546586016,0.0965921820101372,-0.0862888206106105,0.931236825189522,0.976701939287104
"Serinc5",2458.12233442626,-0.0130997540448123,0.153110681450171,-0.0855574145496535,0.931818252538353,0.976701939287104
"3632451O06Rik",130.103178730516,0.0392723130634756,0.456853303895479,0.0859626333630729,0.931496121488147,0.976701939287104
"Mtss1",873.724450614079,0.0249517890400726,0.287614321664778,0.0867543344004773,0.930866786573892,0.976701939287104
"Ntn3",25.959117618701,0.0254616109994897,0.299811896641127,0.0849252857699877,0.932320789265254,0.976701939287104
"Adamts19",1.46880073293483,0.106080691465127,1.22653638424315,0.0864880103255851,0.931078486731909,0.976701939287104
"Otub1",1912.0491779985,-0.00595462289888089,0.0691053337136007,-0.0861673416347161,0.931333391720952,0.976701939287104
"1500017E21Rik",5.27680469178735,0.0391187252897824,0.452873372017481,0.0863789476416213,0.931165181719849,0.976701939287104
"Fam107b",3159.64441310437,0.0252227595882431,0.292994797543752,0.0860860322425236,0.931398027058299,0.976701939287104
"Sfpi1",402.912290844075,-0.032563391995266,0.379576532875786,-0.0857887386992973,0.931634358690145,0.976701939287104
"Gm14405",0.981648333150869,0.075202891017595,0.884620027820141,0.0850115175471531,0.932252234179975,0.976701939287104
"Mnd1",72.7532028739143,0.0134838680444841,0.158499279732343,0.0850721092692293,0.93220406348363,0.976701939287104
"Zbtb17",964.899767281897,0.00884278774641293,0.102385372419492,0.0863676864912145,0.93117413336434,0.976701939287104
"Sds",55.2777776887854,0.0171586167909939,0.20114849457618,0.0853032324559382,0.932020321773949,0.976701939287104
"Arl6ip4",1465.95347660286,0.0086616536534274,0.101028172798965,0.0857350322534597,0.931677052934788,0.976701939287104
"Tmem178b",6.06523071756591,-0.0549709477738173,0.646384164083951,-0.0850437724626524,0.932226591343643,0.976701939287104
"2410066E13Rik",146.207347898458,0.014290200278237,0.165884090820925,0.086145694909728,0.931350599324395,0.976701939287104
"Atf7ip",993.837104806647,0.0116457615853956,0.135744324084903,0.0857918860615604,0.93163185668271,0.976701939287104
"Supt5",5124.68262948762,0.00587368957321457,0.0683281956826528,0.0859628959104182,0.931495912778241,0.976701939287104
"Hdgfrp3",145.510624883972,0.0182906451752709,0.213417673905666,0.0857035166794839,0.93170210651114,0.976701939287104
"Tmem255b",29.5487323241032,-0.0256453176268932,0.301723220404036,-0.0849961683179428,0.932264436926838,0.976701939287104
"Aph1c",481.483543380281,-0.0359058246956061,0.420743441754267,-0.0853390002845886,0.931991886862995,0.976701939287104
"Rbp1",251.115529906995,-0.0208805517285593,0.245186444409045,-0.0851619337230741,0.932132653088692,0.976701939287104
"Elp6",171.594963111898,-0.0131771090872326,0.153284589173462,-0.085964995948294,0.931494243370148,0.976701939287104
"Gpr165",4.94994562836479,-0.0357183583912113,0.420766188392595,-0.084888851282614,0.932349755181113,0.976701939287104
"Slc16a2",1377.89395817375,-0.0200718344556364,0.233139894773781,-0.0860935211243551,0.931392073896812,0.976701939287104
"Pias2",1338.8240729702,-0.00588373052022812,0.069459827112539,-0.0847069560178329,0.932494365744128,0.976793641513744
"Synpr",2.15599306389553,0.0677662102545669,0.800828272911359,0.0846201520935409,0.932563377476169,0.976809478545745
"Clec4d",12.0955789030812,-0.0577517021355807,0.68387484077014,-0.0844477654281653,0.932700431565325,0.976840131868803
"Arhgap10",330.84475077132,-0.01727308102035,0.204384346208883,-0.0845127395553899,0.932648774378086,0.976840131868803
"Hhat",92.824820006679,-0.0128638259293508,0.152753720225094,-0.0842128486978579,0.932887202694098,0.976922885088616
"Dag1",5891.69387591925,0.0136729033139831,0.162361349054227,0.0842127969102825,0.932887243868346,0.976922885088616
"9330020H09Rik",94.8752012470236,0.0128211595996273,0.152835391021353,0.0838886825488999,0.93314493785954,0.976943445221993
"Alg3",819.254505450013,-0.0110465990414639,0.131662866288091,-0.0839006422455731,0.9331354289246,0.976943445221993
"Ston1",342.148884528577,-0.0186279164002661,0.221452946525632,-0.084116814395649,0.932963556068705,0.976943445221993
"Gm9897",41.8156188292759,0.015042336004947,0.179397621963689,0.0838491382454982,0.933176378876048,0.976943445221993
"Asprv1",23.0771331273211,-0.0262097441392368,0.312476486890944,-0.0838774923515577,0.933153834988349,0.976943445221993
"Nid1",2219.43480670783,0.0168842827834658,0.201797584218312,0.0836693999527751,0.933319287109768,0.977036622320928
"Parp14",779.431644696833,-0.0204919228894869,0.245352541077074,-0.0835203205947219,0.93343782034231,0.977047845559273
"Igfbpl1",0.898017154966389,0.0932699416649865,1.11629543215186,0.0835530980227982,0.933411758830922,0.977047845559273
"Tm2d1",957.625882590612,0.0134694108063384,0.161438060121631,0.0834339237983302,0.933506515246963,0.977063324412497
"Pnkd",1400.03901991272,-0.0100112944273517,0.121084306569748,-0.0826803630541903,0.934105699415058,0.977104631524264
"Il23a",10.224368115753,-0.0366406584936753,0.442945167064836,-0.0827205289008426,0.934073761111941,0.977104631524264
"Sec14l2",285.524518143331,0.0167996202536452,0.203947784145554,0.082372163659575,0.934350770989872,0.977104631524264
"Lyrm9",714.904873400415,-0.0122148621222659,0.147692815573388,-0.0827045112170432,0.934086497732036,0.977104631524264
"Hrh3",1.0750618255702,0.0649372645982879,0.789686174822275,0.0822317354269277,0.934462437674019,0.977104631524264
"Nceh1",901.133444144751,-0.00899262618060679,0.108724179597798,-0.082710453312898,0.93408177281363,0.977104631524264
"Acp6",872.806690961065,0.00607722189890928,0.0738428445456548,0.0822994013340306,0.934408630473303,0.977104631524264
"Tmem67",134.733607739695,0.0169744227533011,0.206415809575267,0.0822341214475223,0.934460540331041,0.977104631524264
"Slc35a1",3354.7532753219,0.0315764948882582,0.37943019380747,0.0832208279773347,0.933675951852473,0.977104631524264
"3110043O21Rik",610.907577184374,0.0190443653659968,0.231009267599981,0.0824398326692865,0.93429696194416,0.977104631524264
"Rgp1",1130.64791715774,0.00616260211969149,0.0748996910974193,0.0822780712363155,0.934425591904999,0.977104631524264
"Ankrd26",209.283900196122,-0.0136578170224081,0.165474314442423,-0.0825373839343529,0.934219391653847,0.977104631524264
"Bcl2l12",237.113951399435,0.00868093900823744,0.104398461150873,0.0831519824386302,0.933730692913361,0.977104631524264
"BC030870",324.731208380276,0.052684206523994,0.639966167598061,0.0823234245674733,0.934389527528809,0.977104631524264
"Mmaa",592.719377086311,0.00897356435822706,0.10893251542497,0.0823772803117527,0.934346702319714,0.977104631524264
"Dhx38",1406.77680008531,0.00554283870691352,0.0670952370662241,0.0826115078994751,0.934160450575458,0.977104631524264
"1110059M19Rik",1.68533164941595,0.123294398979168,1.48370611876913,0.0830989354424531,0.93377287231408,0.977104631524264
"Mtfp1",390.917168668418,0.0176670039844294,0.21584171779939,0.0818516650282111,0.934764671119314,0.977307894787585
"Rtn1",268.331574327997,0.0296120275540045,0.361479419296532,0.081918986180823,0.934711136392939,0.977307894787585
"Cd180",203.796420057536,-0.0363824167024289,0.445192570788077,-0.0817228747506388,0.934867087779249,0.977358595258631
"Sccpdh",554.040892556605,0.0156421028144034,0.192012930095942,0.0814637993732382,0.9350731130758,0.97748068463981
"Mcam",709.982057356034,-0.0267268660611727,0.328177038993403,-0.0814403900502921,0.935091729156947,0.97748068463981
"Mtfr1l",1831.1766654596,0.00590184522714816,0.0725857920977073,0.081308546157404,0.935196577645058,0.977533908293926
"Dhx35",228.920120932816,-0.0106285855226142,0.130941801238173,-0.0811703017837801,0.935306517304749,0.977592447156944
"Fam178b",115.156209906663,-0.0366429966016395,0.451844169054803,-0.0810965352906771,0.935365181051676,0.977597388222905
"Pkd1l2",5.94629162378197,0.0366735989139264,0.453261316537558,0.0809104981516496,0.935513131023297,0.977695640880889
"Chpf2",1432.79963136207,-0.00848180052944222,0.10519073502629,-0.0806325816367989,0.935734154159696,0.977757497068171
"Vps35",3292.90717846082,-0.00722267276422004,0.0895493303565795,-0.0806557987140701,0.935715689751425,0.977757497068171
"Hephl1",2.65077963444637,0.0802542829920054,0.993965725995403,0.0807414993224592,0.93564753284901,0.977757497068171
"Smarce1",1573.16751670249,-0.00649979342451174,0.0808609255677233,-0.0803823772591865,0.935933142456303,0.977889534835968
"Sox2",1237.22596604927,-0.0651625220881402,0.811104429433524,-0.0803380177983368,0.935968422087413,0.977889534835968
"Brd4",1766.9092913403,-0.0131275621133863,0.163723805121025,-0.0801811447253034,0.936093186202161,0.977907146969116
"Ampd2",706.067472170668,0.0214623957992286,0.267610430417606,0.0802001467795425,0.936078073426314,0.977907146969116
"Susd3",238.385119385361,0.0393819829005604,0.492291903256169,0.0799972183984258,0.936239468278503,0.978003594176005
"Phb",3133.54735731653,-0.0128648343586032,0.161352731787238,-0.0797311220957013,0.936451106387957,0.978167888094335
"4833420G17Rik",1172.40492169293,0.00618092620768268,0.0777031506869249,0.0795453743257639,0.93659884243247,0.978167888094335
"Usp6nl",882.237504252764,0.0087950797221754,0.110411305354059,0.0796574199894833,0.936509725713859,0.978167888094335
"Mfsd7a",414.93555971553,0.0187650777124903,0.235955447063529,0.0795280547494118,0.936612617813913,0.978167888094335
"Sh3bp2",301.289879559297,-0.0208413735462918,0.262440452041046,-0.0794137237007662,0.936703553181812,0.978206493513502
"Gnal",95.1673323282829,0.0117297986830146,0.148247241108665,0.0791232173718272,0.936934616611695,0.978335057384893
"Zfp592",1586.95704125397,-0.0130698201736342,0.165121910804114,-0.0791525492285459,0.936911286347029,0.978335057384893
"6430573F11Rik",193.965689918482,0.0228037767262096,0.288491957977673,0.0790447570395512,0.936997023439188,0.978343859083776
"Acsl3",2134.22237072831,0.0229607905087904,0.29269426760553,0.0784463279606661,0.937473022662326,0.978460279822917
"Agxt2l2",624.168382336136,0.00900450913953566,0.11474023559174,0.0784773457462193,0.937448350112443,0.978460279822917
"Fzd6",946.171174499379,0.0140786810254543,0.179507480075847,0.0784294950801248,0.937486412105091,0.978460279822917
"4930549G23Rik",3.53395301084708,0.0337991737729741,0.430610261885681,0.0784913337294018,0.937437223637833,0.978460279822917
"Slc28a1",3.37122245600709,0.0480521651076822,0.610674325157857,0.0786870564687011,0.937281540997653,0.978460279822917
"Pdzd4",184.643846493694,-0.0152692017551013,0.193873318965412,-0.078758654551251,0.937224590735293,0.978460279822917
"Uty",320.558491417484,0.0674505222724478,0.858082257760043,0.0786061262337741,0.93734591458987,0.978460279822917
"Pcdhb18",12.1890705055107,0.0222154348917688,0.28372413328065,0.0782994193510995,0.937589879337179,0.978511922783806
"Snrnp200",3031.45867275714,-0.00649254230746225,0.0831018294721909,-0.0781275496423927,0.93772659272214,0.978541913356485
"B3gnt8",146.625678822689,0.0230808685753838,0.295251561633296,0.0781735698456707,0.937689985871676,0.978541913356485
"Kalrn",138.525366767871,0.0124707285498922,0.160053382017043,0.0779160577098227,0.937894826037604,0.978596650649009
"Ugt2a3",53.6550487838417,-0.0191433620398834,0.245645207930126,-0.0779309403232026,0.937882987427226,0.978596650649009
"Ubl5",3037.15198904532,-0.00965171834314814,0.123965684707692,-0.0778579843761335,0.937941021521356,0.978596650649009
"Nbn",618.832187005559,0.0066284180695308,0.0855049367118666,0.0775208815353803,0.938209180194128,0.978820088126321
"Ehf",14237.4246204214,0.0190875421969871,0.246617950697666,0.0773972135563922,0.938307557395156,0.978844659315976
"N4bp2l1",507.80726346862,-0.022010485696718,0.284536799113841,-0.0773554976553729,0.938340742378763,0.978844659315976
"Srsf11",3816.45447854853,-0.00494542395945285,0.0644972064501945,-0.0766765606084314,0.938880851557938,0.979351716993994
"Rnasel",247.179439895329,0.0239578514549338,0.315491350340235,0.0759382196345381,0.939468249760063,0.979569811131631
"A530016L24Rik",43.7740691758634,-0.0438326088246203,0.574991187821338,-0.0762317923352941,0.939234689646169,0.979569811131631
"Igf2r",4987.44600330176,-0.012784284549714,0.167927292743416,-0.0761298794309017,0.939315768765279,0.979569811131631
"Ftsjd2",1482.12820792269,0.00537809999998175,0.070802814763916,0.075958844544732,0.939451840855715,0.979569811131631
"Mocs3",259.902742783265,-0.0074613485930853,0.0980041311427852,-0.0761330007835551,0.939313285493143,0.979569811131631
"Wwtr1",736.938067397934,0.00969487849313606,0.127160886542197,0.0762410420119156,0.939227330887622,0.979569811131631
"Ptpn12",673.561588064732,0.00655985804533695,0.0862324743480416,0.0760717826425902,0.939361989262508,0.979569811131631
"Spats2l",1025.12124244023,-0.0278010925169105,0.369430107546899,-0.0752539978441827,0.940012622046085,0.979576982262985
"Rtkn2",10.2564318866938,-0.0234240451699796,0.311281852319604,-0.0752502755796034,0.940015583586212,0.979576982262985
"Mipep",803.473658462661,-0.00826876682796999,0.109731018845818,-0.0753548715298848,0.939932364373536,0.979576982262985
"Ctsf",1571.04100572138,0.0131241226087828,0.173721802826768,0.0755467787878644,0.939779679758192,0.979576982262985
"Arfgap1",2788.82630108593,-0.00862994708900905,0.114396580811038,-0.0754388551460655,0.939865545335671,0.979576982262985
"Nppa",3.71490382971128,-0.0465927619852998,0.615411276735118,-0.0757099581153011,0.939649853304682,0.979576982262985
"Snrpa",1244.40647936865,0.00659911417068182,0.0876505482260332,0.0752889092451998,0.939984845577624,0.979576982262985
"Fam65a",739.190057334973,-0.00929764062166711,0.123326653004813,-0.0753903588164697,0.939904129929857,0.979576982262985
"Ap1m2",2529.12958760887,0.0150933637030716,0.199357636367448,0.0757099852209929,0.939649831739364,0.979576982262985
"Trappc4",1047.62296440962,-0.00892283164880917,0.117686335156944,-0.0758187570112526,0.939563293140244,0.979576982262985
"Pisd",1245.86002914744,0.00608896195802068,0.0810474726026281,0.0751283385217275,0.940112600654363,0.979621759621727
"Mir3072",2.96146166959134,0.0563518062600554,0.752791352280126,0.0748571381557077,0.940328379623903,0.979726807352659
"Trpm5",1.05470178857029,-0.155765479524295,2.08197218785362,-0.0748163113960131,0.940360863573893,0.979726807352659
"Gtf2a2",742.068523479807,0.00788488021530613,0.105415904126806,0.0747978237308605,0.940375573380094,0.979726807352659
"Hmgcs1",1993.9839357729,-0.0125404905978778,0.168048919302537,-0.0746240478660933,0.940513840037329,0.979780770736269
"Ret",1551.06191336574,0.0509672115515601,0.683235468373411,0.0745968467838745,0.940535483036709,0.979780770736269
"Stx7",4888.87400787532,-0.0246820073547489,0.332500373018856,-0.0742315177894528,0.94082616745595,0.979932913429215
"Ebag9",1143.86035309972,-0.0102940825529149,0.138588745196721,-0.0742779115165731,0.940789252527855,0.979932913429215
"Fank1",1.46568640469836,0.0631565057674625,0.851057468729238,0.0742094489362335,0.940843727420425,0.979932913429215
"Ap5b1",280.818981259261,-0.00847437421108416,0.11447045120392,-0.0740311069097453,0.94098563343112,0.980024398433549
"Spem1",1.0876632237852,0.0670846248189285,0.910246354949277,0.0736994160472818,0.941249563453786,0.980242952056991
"Kcnmb4",3.5664179427824,-0.0613001703135395,0.833498592059947,-0.0735456195097336,0.941371943220641,0.980278036388533
"Cdc14a",637.682974475245,-0.0278038391763696,0.378174745969928,-0.0735211419394475,0.941391420765727,0.980278036388533
"Inadl",1817.640034363,0.0135146814454803,0.184087639600759,0.0734143882489357,0.941476368324772,0.980310172682627
"Rpl4",30569.1759349195,-0.00860654929063963,0.117412912041767,-0.0733015572220712,0.941566152551668,0.980347341164923
"Mavs",2092.28381703614,-0.00857918690536044,0.117236449576506,-0.0731784947117648,0.941664079231744,0.980392982714421
"Sall2",164.920126486112,-0.00988685462459373,0.136142799510376,-0.0726212084675124,0.942107549363017,0.980733062274233
"Jund",7756.08969968899,-0.00778105750375579,0.107264805766868,-0.072540638545203,0.942171665755192,0.980733062274233
"Gm6938",2.7618676091692,0.0544233699462678,0.750030761558735,0.0725615171211959,0.942155050846953,0.980733062274233
"F8a",604.939612856085,-0.00890385380438234,0.12281849636101,-0.0724960333190414,0.942207162117584,0.980733062274233
"St3gal1",31431.1816734627,-0.0416272110219816,0.576095372198934,-0.0722574994190495,0.942396986793041,0.980761678090484
"Cdh22",2.61683928796242,-0.0814960440753082,1.12749938008327,-0.0722803449074084,0.942378806269234,0.980761678090484
"1700096K18Rik",122.005090562799,-0.0094840256494486,0.131201849164372,-0.0722857620517744,0.942374495290191,0.980761678090484
"Epc2",795.696369229027,0.00573541174863502,0.0796066381627791,0.0720469031352296,0.94256458150388,0.980831708584857
"Gne",24111.2548555853,-0.025249699243546,0.35089585755796,-0.0719578151171972,0.942635479440104,0.980831708584857
"Sumf1",1431.05554638957,0.0103189774961367,0.143516575064877,0.0719009458766138,0.942680737299212,0.980831708584857
"Mettl9",3057.60851325379,-0.00727755022417101,0.101211460368425,-0.0719044088256372,0.942677981398862,0.980831708584857
"Myo1f",372.171985213546,0.0230594286887118,0.321563462554607,0.0717103507516682,0.942832418663619,0.980876913573533
"Pik3cb",938.542632843016,-0.0115451125230488,0.160894660226224,-0.0717557220781341,0.942796310601677,0.980876913573533
"Crygb",1.36405691569749,-0.0801536655600689,1.12102287580896,-0.0715004727287367,0.942999448339549,0.980938073987278
"Itih4",756.305565649202,-0.0166128154835765,0.232244467151228,-0.071531587759027,0.942974685543499,0.980938073987278
"Tmprss9",14.1088669704804,0.0245944734379324,0.345389158703662,0.071208006441899,0.943232209375711,0.981067588369951
"Bglap2",178.416828771123,-0.0427932381749394,0.600869861577563,-0.071218812776842,0.943223609003322,0.981067588369951
"Ngef",720.721574591803,-0.0162968852338614,0.23091367124465,-0.0705756620905961,0.94373548093822,0.981250516643041
"Nr2c1",459.843278925715,0.00878775985527591,0.124629859016647,0.070510870545895,0.943787048642103,0.981250516643041
"Sptb",614.671286522064,0.0165008145493628,0.23307332369901,0.0707966672782848,0.943559584297597,0.981250516643041
"Idnk",647.317224428402,-0.00743446302896065,0.104879652262931,-0.070885656736567,0.943488758923453,0.981250516643041
"Wfdc5",64.7818570951036,0.0280616515035838,0.397863568818083,0.0705308394707899,0.943771155314687,0.981250516643041
"Rnf216",1193.63934657345,-0.00451481120324748,0.0638994073860587,-0.070654977689707,0.943672353835037,0.981250516643041
"B630005N14Rik",404.755589645855,-0.00942470642623424,0.133623245881719,-0.0705319374936963,0.943770281395601,0.981250516643041
"2310065F04Rik",2.18995551289749,-0.0776096236402881,1.10589347847239,-0.0701782089785836,0.944051818271383,0.981276700890846
"Tbc1d16",3295.14742098848,-0.0179632167991121,0.256336224254197,-0.0700767784630347,0.944132549357129,0.981276700890846
"Heatr5a",2191.38660091678,-0.0249849054413546,0.357387059929654,-0.0699099330744445,0.944265347025314,0.981276700890846
"Pygb",3836.50312652365,-0.0131431028317793,0.188115926549408,-0.0698670392925359,0.944299487831069,0.981276700890846
"Nfyc",1306.03852278857,-0.00447899020223373,0.0639317218801501,-0.0700589640089826,0.944146728386203,0.981276700890846
"Iscu",2355.49968895663,-0.00801177542520492,0.114561690522819,-0.0699341585188035,0.944246065110473,0.981276700890846
"Zfp637",455.072675529542,0.00644718640010712,0.0919769730109044,0.0700956575222666,0.944117522997927,0.981276700890846
"Lpl",3264.17294154999,-0.0220274884792216,0.314679110335146,-0.0699998435096676,0.944193784194643,0.981276700890846
"Ccr2",371.185594942922,0.0196837075500524,0.279759183653659,0.0703594687866288,0.943907550485507,0.981276700890846
"Adarb1",158.394238249599,-0.0169356297313026,0.242866702291592,-0.0697322011272227,0.944406811363182,0.981331964453229
"Tmem59",8141.02649149557,-0.011070491472168,0.159278234492612,-0.0695041071206841,0.944588363552144,0.981408087668823
"Hepacam",7.27932476789643,0.0399707245971054,0.57488260571005,0.0695284988623663,0.944568948725998,0.981408087668823
"Gm13446",12.1497817597247,-0.0350516737963829,0.506240561568055,-0.0692391650479608,0.944799248695523,0.9815146662811
"Sucnr1",13.2379020834138,0.0288994025032206,0.417369028861183,0.0692418471540028,0.94479711380825,0.9815146662811
"4933427G17Rik",47.6786866468372,-0.0303049179762991,0.439560237328384,-0.0689437201155643,0.945034417669864,0.981646445083746
"Irx5",824.490798793673,-0.0164027497709149,0.237792139705095,-0.0689793606771746,0.945006048154652,0.981646445083746
"Tmprss4",56.642860158527,0.039450787851672,0.573900543165232,0.0687415063838225,0.945195379009381,0.98175737791089
"Tmem204",274.488335501954,-0.0110104910848456,0.160628411674932,-0.0685463484948593,0.945350726047426,0.981806206143112
"Cpsf7",1983.6211501732,0.00446575548498564,0.0651134828928433,0.0685841900414833,0.945320603750316,0.981806206143112
"Kl",48.0910789731523,0.0314420452461516,0.459174436864196,0.0684751648216228,0.94540738926436,0.981808796792329
"Prss48",2.05503005164018,0.0590890046347318,0.865436530153425,0.0682765316415018,0.945565505562298,0.981873776603182
"Plat",236.170535260925,0.0154499573425277,0.226338335871166,0.0682604530207466,0.945578304585298,0.981873776603182
"Atp2a3",101510.711289701,-0.0220222313753029,0.324886462220619,-0.0677843921989843,0.945957268404185,0.981879216973493
"Ccdc40",10.6894429229664,0.0238504659371458,0.353844525471449,0.067403800879407,0.94626024340841,0.981879216973493
"Npas3",9.7956208518358,0.0233204590463448,0.345767123054874,0.0674455652125252,0.946226995950713,0.981879216973493
"Col14a1",796.326323544454,-0.0123354237660306,0.182681347150511,-0.067524265385822,0.946164345122708,0.981879216973493
"Efr3a",2170.96672785112,-0.00668788335061012,0.0994280527783042,-0.0672635454857209,0.946371897624148,0.981879216973493
"Ube2l3",3260.64471404142,-0.00381102993182623,0.0563290020035159,-0.0676566208573757,0.946058981685329,0.981879216973493
"Kng1",427.166015015486,0.0146164710368042,0.21629758154965,0.0675757487998033,0.946123360913851,0.981879216973493
"Ehbp1l1",956.888645967733,0.0152821174996525,0.227140177101505,0.0672805564152715,0.946358355543328,0.981879216973493
"St6galnac5",5.2783637452907,0.0676218169126303,1.00680062336947,0.0671650526857241,0.946450306192766,0.981879216973493
"Aptx",703.648914386104,-0.00919465156350409,0.135456755243697,-0.067878870617875,0.945882058756323,0.981879216973493
"Vamp3",1590.25013723887,0.00662171046289798,0.0985400806528081,0.0671981433243254,0.946423963198051,0.981879216973493
"Fam175a",235.592836462099,0.00653706280501621,0.0961242378002128,0.0680063941687945,0.945780544260257,0.981879216973493
"Fbrsl1",1204.21403050549,-0.00968943473169109,0.142582484935293,-0.0679566970381277,0.945820105312314,0.981879216973493
"Medag",298.683595330009,-0.0180765690113418,0.266577734365011,-0.0678097480811751,0.945937083779343,0.981879216973493
"Zmat4",0.834610970809322,-0.0820827864473641,1.2071681255748,-0.0679961512471844,0.945788698055177,0.981879216973493
"Slc24a1",1.0732659048334,-0.0777662970261812,1.15171784832706,-0.0675220038824105,0.94616614543254,0.981879216973493
"Cyp20a1",794.118036116327,-0.0114668470402581,0.174034498146274,-0.0658883564028801,0.947466710683611,0.981996399439241
"Sptbn1",5960.19083434196,-0.00675799812895026,0.102601824421344,-0.0658662569312405,0.947484305290672,0.981996399439241
"Gm16516",60.1196493117517,-0.0116211872176815,0.176070709656555,-0.06600295551912,0.947375472423799,0.981996399439241
"Vps25",1968.82612673438,-0.00495199614310261,0.0751594018288283,-0.0658865826843663,0.947468122837707,0.981996399439241
"Rnf44",2921.15636712862,0.00745483373611898,0.111820903142392,0.0666676223015839,0.946846310605481,0.981996399439241
"Mb",32.0843402141816,0.0316993646299393,0.477814022061871,0.0663424746162736,0.947105167836385,0.981996399439241
"Elfn2",2.069916472974,-0.0624966959525251,0.943069670603926,-0.0662694368195547,0.947163315603394,0.981996399439241
"Cabyr",35.8212251216184,-0.0173176387628307,0.26034271638079,-0.066518622082367,0.94696493226561,0.981996399439241
"Lrrtm2",13.0067918344154,0.0390747001962689,0.590976284359921,0.0661188972051395,0.947283165977317,0.981996399439241
"9430008C03Rik",438.93786611584,0.00810404793562739,0.122652197613622,0.0660734018085572,0.947319386846286,0.981996399439241
"Ndufc1",877.055060029763,-0.0123253435990612,0.184727831102081,-0.0667216386698665,0.94680330752822,0.981996399439241
"Zfp687",1402.89436472823,0.007408939331617,0.112437821886402,0.0658936575550386,0.947462490148092,0.981996399439241
"Adh7",37.100815908864,-0.0244000443484573,0.364467923181828,-0.066947028247214,0.946623873862194,0.981996399439241
"Eftud1",539.423590081533,-0.00568047302042713,0.0853529076949717,-0.0665527768629466,0.946937740948143,0.981996399439241
"Glrx3",47.1774631034736,0.0122017318892697,0.184121094550579,0.0662701463895425,0.947162750690279,0.981996399439241
"Nek1",240.742840016057,-0.00578981569241753,0.0866319776354528,-0.0668323158543265,0.946715196581327,0.981996399439241
"Mmp15",3149.26155194888,0.0127839791468493,0.193927026044989,0.0659215964250571,0.947440246518669,0.981996399439241
"Pdxdc1",6900.61750600249,0.0158105550595082,0.24168447186557,0.0654181666594716,0.947841060158304,0.982309978579065
"Acot12",21.7220790341698,-0.0148936655536379,0.228841845062835,-0.0650827891618706,0.948108083636049,0.982461861590082
"Diap1",2039.58843344198,-0.00695668068710369,0.107201173768653,-0.0648936988518118,0.948258637608656,0.982461861590082
"Ccdc173",53.8516925282815,0.0112278587474586,0.172916561446177,0.0649322346775525,0.948227955179578,0.982461861590082
"Cntn6",1.60260076701139,0.0703676117756922,1.08386825735016,0.0649226613091584,0.948235577539162,0.982461861590082
"Mag",24.8424052281276,0.0255586680332535,0.393691335732193,0.0649205753683125,0.948237238375407,0.982461861590082
"Rhox4b",1.16851076178669,0.0795119853034742,1.22707180495435,0.064798151976471,0.948334712869023,0.982484519619951
"Tcea1",1771.91006639621,-0.00617700470597389,0.0956714848932176,-0.0645647416559727,0.948520558193192,0.982620614478642
"Mcin",5.41166265064043,0.046175834679852,0.715937832506314,0.0644969892402561,0.94857450436043,0.982620614478642
"Ehd3",895.437344774296,-0.0208929123439671,0.324512181631512,-0.0643825209855797,0.948665647382024,0.982658867230494
"Tsx",1.11023225940103,-0.0680821977272359,1.05861027163885,-0.0643128066590897,0.948721156326968,0.982660206779033
"Ly6g5b",10.6265902269778,0.0251280964751648,0.392021387027696,0.0640987897769708,0.948891565484359,0.982780549965944
"Tbc1d4",2911.04791574317,-0.00601820543612569,0.0943060911300305,-0.0638156598795692,0.949117008894464,0.982845557116618
"Rps13",6446.56598827801,0.0103078677793385,0.161425172944729,0.0638553925097412,0.949085371369059,0.982845557116618
"Cdh13",209.809117492044,-0.0249803414013785,0.391356947698929,-0.0638300700888435,0.949105534604227,0.982845557116618
"Tceb1",917.781236093047,0.00777994498300754,0.12302136157239,0.0632406021488351,0.949574913628849,0.983169850361685
"Mip",1.84623663913684,-0.0624499927406104,0.988733282983692,-0.0631616168034271,0.949637809076775,0.983169850361685
"Rps15a-ps6",14.8872319782506,0.0182939590459072,0.289691076905699,0.0631498879472299,0.949647148705215,0.983169850361685
"S100a1",6439.75766642746,-0.0264842538859191,0.418521913391196,-0.0632804473039959,0.949543185344899,0.983169850361685
"Sept4",227.267266382942,0.0129127156309882,0.204924046308519,0.0630122031240184,0.949756786945432,0.983171041372206
"Fam86",664.224119686524,0.00589370077581401,0.0934322856342274,0.0630799164957488,0.949702866759265,0.983171041372206
"Prpf18",1244.4095408385,-0.00376083334745363,0.0597680299010907,-0.0629238299083537,0.949827158919972,0.983187735889463
"Pld1",1098.98956097065,-0.0252556092818696,0.402396997380093,-0.0627629168366132,0.949955295700799,0.983264218752612
"Gm6525",9.03612147613408,0.0214209350393762,0.343100770040433,0.0624333633435209,0.950217726668249,0.983423530854908
"2010204K13Rik",17.3082867609737,0.0247018586850307,0.395428652342252,0.0624685604816789,0.950189698125833,0.983423530854908
